,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
4761,2023,02.09.08.028.01,Удобрение 57,401002.55,кг,238.55,2023-05-10,267.7628571428571
4762,2023,02.09.08.028.01,Удобрение 57,213408.96,кг,238.55,2023-05-10,267.7628571428571
4763,2023,02.09.08.028.01,Удобрение 57,214695.0,кг,238.55,2023-05-10,267.7628571428571
4764,2023,02.09.08.028.01,Удобрение 57,213408.96,кг,238.55,2023-05-10,267.7628571428571
4765,2023,02.09.08.028.01,Удобрение 57,101821.63,кг,238.55,2023-05-10,267.7628571428571
4766,2023,02.09.08.028.01,Удобрение 57,213408.96,кг,238.55,2023-05-10,267.7628571428571
19686,2024,02.09.08.028.01,Удобрение 38,225826.12,кг,13.0,2024-07-05,0.3466666666666667
19687,2024,02.09.08.028.01,Удобрение 23,22582.61,л,1.3,2024-07-05,0.3466666666666667
6410,2023,02.09.08.028.02,Удобрение 38,26213.2,кг,130.0,2023-05-21,1.01
19757,2024,02.09.08.028.02,Удобрение 23,262.13,л,1.3,2024-07-07,
19758,2024,02.09.08.028.02,Удобрение 38,2621.32,кг,13.0,2024-07-07,
14984,2024,02.09.08.033.00,Удобрение 57,1081329.63,кг,260.0,2024-04-18,3.220714285714286
19402,2024,02.09.08.033.00,Удобрение 23,5406.65,л,1.3,2024-06-29,3.220714285714286
15170,2024,02.09.08.035.00,Удобрение 57,62545.63,кг,260.0,2024-04-20,2.44
2690,2023,02.09.08.036.00,Удобрение 57,312130.0,кг,130.0,2023-04-18,391.478
2691,2023,02.09.08.036.00,Удобрение 57,232717.69,кг,130.0,2023-04-18,391.478
4767,2023,02.09.08.036.00,Удобрение 57,483063.75,кг,238.55,2023-05-10,391.478
4768,2023,02.09.08.036.00,Удобрение 57,511598.47,кг,238.55,2023-05-10,391.478
19688,2024,02.09.08.036.00,Удобрение 23,10838.77,л,1.3,2024-07-05,0.3466666666666667
19689,2024,02.09.08.036.00,Удобрение 38,108387.71,кг,13.0,2024-07-05,0.3466666666666667
15171,2024,02.09.08.037.00,Удобрение 57,56719.75,кг,260.0,2024-04-20,3.11
15172,2024,02.09.08.038.00,Удобрение 57,318500.0,кг,260.0,2024-04-20,3.335
15173,2024,02.09.08.038.00,Удобрение 57,26052.03,кг,260.0,2024-04-20,3.335
6186,2023,02.09.08.039.00,Удобрение 38,208000.0,кг,130.0,2023-05-19,1.1922222222222223
6296,2023,02.09.08.039.00,Удобрение 57,378806.71,кг,260.0,2023-05-20,1.1922222222222223
6297,2023,02.09.08.039.00,Удобрение 57,416000.0,кг,260.0,2023-05-20,1.1922222222222223
6298,2023,02.09.08.039.00,Удобрение 38,177970.0,кг,130.0,2023-05-20,1.1922222222222223
19759,2024,02.09.08.039.00,Удобрение 38,39568.48,кг,13.0,2024-07-07,0.0
19789,2024,02.09.08.039.00,Удобрение 38,32500.0,кг,13.0,2024-07-08,0.0
19840,2024,02.09.08.039.00,Удобрение 38,24375.0,кг,9.75,2024-07-10,0.0
6299,2023,02.09.08.040.02,Удобрение 57,416000.0,кг,260.0,2023-05-20,2.26
6300,2023,02.09.08.040.02,Удобрение 38,117468.47,кг,130.0,2023-05-20,2.26
19872,2024,02.09.08.040.02,Удобрение 38,47856.94,кг,9.75,2024-07-11,
16418,2024,02.09.08.041.00,Удобрение 28,3066286.13,кг,130.0,2024-05-04,
16499,2024,02.09.08.041.00,Удобрение 28,2658370.0,кг,130.0,2024-05-05,
15082,2024,02.09.08.043.01,Удобрение 57,4763805.7,кг,260.0,2024-04-19,4.044444444444444
19451,2024,02.09.08.043.01,Удобрение 23,23819.03,л,1.3,2024-06-30,4.044444444444444
2603,2023,02.09.08.043.02,Удобрение 57,5731.65,кг,130.0,2023-04-17,828.5833333333334
2692,2023,02.09.08.043.02,Удобрение 57,81250.0,кг,130.0,2023-04-18,828.5833333333334
4769,2023,02.09.08.043.02,Удобрение 57,58351.62,кг,238.55,2023-05-10,828.5833333333334
4770,2023,02.09.08.043.02,Удобрение 57,61068.8,кг,238.55,2023-05-10,828.5833333333334
19727,2024,02.09.08.043.02,Удобрение 23,1301.42,л,1.3,2024-07-06,0.28
19728,2024,02.09.08.043.02,Удобрение 38,13014.16,кг,13.0,2024-07-06,0.28
14985,2024,02.09.08.044.00,Удобрение 57,1838930.6,кг,260.0,2024-04-18,3.60375
15083,2024,02.09.08.044.00,Удобрение 57,234000.0,кг,260.0,2024-04-19,3.60375
19516,2024,02.09.08.044.00,Удобрение 23,16924.45,л,1.3,2024-07-02,3.60375
15174,2024,02.09.08.045.00,Удобрение 57,367773.15,кг,260.0,2024-04-20,2.1
19403,2024,02.09.08.045.00,Удобрение 23,1838.87,л,1.3,2024-06-29,2.1
2604,2023,02.09.08.046.00,Удобрение 57,34624.51,кг,130.0,2023-04-17,0.875
4771,2023,02.09.08.046.00,Удобрение 57,63535.98,кг,238.55,2023-05-10,0.875
19729,2024,02.09.08.046.00,Удобрение 23,346.25,л,1.3,2024-07-06,0.42
19730,2024,02.09.08.046.00,Удобрение 38,3462.45,кг,13.0,2024-07-06,0.42
15272,2024,02.09.08.047.00,Удобрение 57,218057.22,кг,260.0,2024-04-21,3.35
19452,2024,02.09.08.047.00,Удобрение 23,1090.29,л,1.3,2024-06-30,3.35
2605,2023,02.09.08.048.00,Удобрение 57,14169.17,кг,130.0,2023-04-17,1.08
4644,2023,02.09.08.048.00,Удобрение 57,26000.42,кг,238.55,2023-05-09,1.08
19731,2024,02.09.08.048.00,Удобрение 23,141.69,л,1.3,2024-07-06,0.52
19732,2024,02.09.08.048.00,Удобрение 38,1416.92,кг,13.0,2024-07-06,0.52
2606,2023,02.09.08.049.00,Удобрение 57,11267.89,кг,130.0,2023-04-17,1.21
4772,2023,02.09.08.049.00,Удобрение 57,20676.64,кг,238.55,2023-05-10,1.21
19733,2024,02.09.08.049.00,Удобрение 23,112.68,л,1.3,2024-07-06,0.47
19734,2024,02.09.08.049.00,Удобрение 38,1126.79,кг,13.0,2024-07-06,0.47
15175,2024,02.09.08.050.00,Удобрение 57,2907596.25,кг,260.0,2024-04-20,3.756666666666667
19517,2024,02.09.08.050.00,Удобрение 23,14537.98,л,1.3,2024-07-02,3.756666666666667
19690,2024,02.09.08.051.00,Удобрение 38,228369.07,кг,13.0,2024-07-05,0.5566666666666666
19691,2024,02.09.08.051.00,Удобрение 23,22836.91,л,1.3,2024-07-05,0.5566666666666666
749,2023,02.09.08.052.01,Удобрение 18,640692.0,кг,117.0,2022-10-14,1.7429999999999999
750,2023,02.09.08.052.01,Удобрение 18,2132325.0,кг,117.0,2022-10-14,1.7429999999999999
754,2023,02.09.08.052.01,Удобрение 28,121875.0,кг,195.0,2022-10-15,1.7429999999999999
2880,2023,02.09.08.052.01,Удобрение 57,7118280.0,кг,130.0,2023-04-20,1.7429999999999999
19873,2024,02.09.08.052.02,Удобрение 38,43442.17,кг,9.75,2024-07-11,0.47923076923076924
19968,2024,02.09.08.052.02,Удобрение 38,42471.0,кг,9.75,2024-07-13,0.47923076923076924
15084,2024,02.09.08.053.00,Удобрение 57,89659.67,кг,260.0,2024-04-19,3.573684210526316
15085,2024,02.09.08.053.00,Удобрение 57,5850000.0,кг,260.0,2024-04-19,3.573684210526316
2607,2023,02.09.08.054.00,Удобрение 57,31071.51,кг,130.0,2023-04-17,1.7833333333333334
2608,2023,02.09.08.054.00,Удобрение 57,1148680.0,кг,130.0,2023-04-17,1.7833333333333334
4483,2023,02.09.08.054.00,Удобрение 57,620468.55,кг,238.55,2023-05-08,1.7833333333333334
4878,2023,02.09.08.054.00,Удобрение 57,72722.35,кг,238.55,2023-05-11,1.7833333333333334
4879,2023,02.09.08.054.00,Удобрение 57,23855.0,кг,238.55,2023-05-11,1.7833333333333334
4880,2023,02.09.08.054.00,Удобрение 57,229246.55,кг,238.55,2023-05-11,1.7833333333333334
19654,2024,02.09.08.054.01,Удобрение 38,31801.79,кг,13.0,2024-07-04,0.8474999999999999
19655,2024,02.09.08.054.01,Удобрение 23,3180.18,л,1.3,2024-07-04,0.8474999999999999
19692,2024,02.09.08.054.01,Удобрение 23,1819.36,л,1.3,2024-07-05,0.8474999999999999
19693,2024,02.09.08.054.01,Удобрение 38,18193.61,кг,13.0,2024-07-05,0.8474999999999999
19694,2024,02.09.08.054.02,Удобрение 38,6634.01,кг,13.0,2024-07-05,0.43
19695,2024,02.09.08.054.02,Удобрение 23,663.4,л,1.3,2024-07-05,0.43
15086,2024,02.09.08.055.00,Удобрение 57,652081.66,кг,260.0,2024-04-19,1.4425
15176,2024,02.09.08.055.00,Удобрение 57,137540.0,кг,260.0,2024-04-20,1.4425
19518,2024,02.09.08.055.00,Удобрение 23,6942.89,л,1.3,2024-07-02,1.4425
2609,2023,02.09.08.056.00,Удобрение 57,321111.7,кг,130.0,2023-04-17,1981.7516666666668
4881,2023,02.09.08.056.00,Удобрение 57,58800.19,кг,238.55,2023-05-11,1981.7516666666668
4882,2023,02.09.08.056.00,Удобрение 57,275763.8,кг,238.55,2023-05-11,1981.7516666666668
19656,2024,02.09.08.056.00,Удобрение 23,3211.12,л,1.3,2024-07-04,0.48
19657,2024,02.09.08.056.00,Удобрение 38,32111.17,кг,13.0,2024-07-04,0.48
19658,2024,02.09.08.057.01,Удобрение 23,8179.16,л,1.3,2024-07-04,0.395
19659,2024,02.09.08.057.01,Удобрение 38,81791.61,кг,13.0,2024-07-04,0.395
2610,2023,02.09.08.057.02,Удобрение 57,2590031.93,кг,130.0,2023-04-17,1661.4323076923076
2611,2023,02.09.08.057.02,Удобрение 57,601120.0,кг,130.0,2023-04-17,1661.4323076923076
4883,2023,02.09.08.057.02,Удобрение 57,2345119.5,кг,238.55,2023-05-11,1661.4323076923076
4884,2023,02.09.08.057.02,Удобрение 57,2886455.0,кг,238.55,2023-05-11,1661.4323076923076
16619,2024,02.09.08.057.02,Удобрение 12,1794108.88,кг,124.28,2024-05-08,
16679,2024,02.09.08.057.02,Удобрение 12,984421.88,кг,124.28,2024-05-09,
19301,2024,02.09.08.057.02,Удобрение 23,50017.27,л,1.3,2024-06-27,
15177,2024,02.09.08.059.00,Удобрение 57,1385540.0,кг,260.0,2024-04-20,2.675
744,2023,02.09.09.008.00,Удобрение 18,2459925.0,кг,117.0,2022-10-13,0.8333333333333334
751,2023,02.09.09.008.00,Удобрение 18,375081.45,кг,117.0,2022-10-14,0.8333333333333334
2881,2023,02.09.09.008.00,Удобрение 57,5284581.17,кг,130.0,2023-04-20,0.8333333333333334
16419,2024,02.09.09.008.00,Удобрение 12,3981250.0,кг,130.0,2024-05-04,
16420,2024,02.09.09.008.00,Удобрение 12,86868.93,кг,130.0,2024-05-04,
18484,2024,02.09.09.008.00,Удобрение 23,20589.69,л,1.3,2024-06-09,
18485,2024,02.09.09.008.00,Удобрение 23,7312.5,л,1.3,2024-06-09,
19043,2024,02.09.09.009.00,Удобрение 23,19482.65,л,1.3,2024-06-20,
20004,2024,02.09.09.009.00,Удобрение 23,653.45,л,1.3,2024-07-14,
20005,2024,02.09.09.009.00,Удобрение 23,2516.8,л,1.3,2024-07-14,
20032,2024,02.09.09.009.00,Удобрение 23,4076.8,л,1.3,2024-07-15,
2240,2023,02.09.09.010.00,Удобрение 57,2925000.0,кг,130.0,2023-04-11,2.0780000000000003
2327,2023,02.09.09.010.00,Удобрение 57,144502.23,кг,130.0,2023-04-12,2.0780000000000003
4484,2023,02.09.09.010.00,Удобрение 57,1341843.75,кг,238.55,2023-05-08,2.0780000000000003
4485,2023,02.09.09.010.00,Удобрение 57,1451338.2,кг,238.55,2023-05-08,2.0780000000000003
4645,2023,02.09.09.010.00,Удобрение 57,219589.0,кг,238.55,2023-05-09,2.0780000000000003
4646,2023,02.09.09.010.00,Удобрение 57,95420.0,кг,238.55,2023-05-09,2.0780000000000003
19735,2024,02.09.09.010.00,Удобрение 38,231134.22,кг,13.0,2024-07-06,97.644
19736,2024,02.09.09.010.00,Удобрение 23,23113.42,л,1.3,2024-07-06,97.644
19760,2024,02.09.09.010.00,Удобрение 23,6370.0,л,1.3,2024-07-07,97.644
19761,2024,02.09.09.010.00,Удобрение 38,63700.0,кг,13.0,2024-07-07,97.644
2596,2023,02.09.09.011.00,Удобрение 57,586884.49,кг,130.0,2023-04-16,1.3739999999999999
2597,2023,02.09.09.011.00,Удобрение 57,832000.0,кг,130.0,2023-04-16,1.3739999999999999
4486,2023,02.09.09.011.00,Удобрение 57,1414362.95,кг,238.55,2023-05-08,1.3739999999999999
4487,2023,02.09.09.011.00,Удобрение 57,1175249.5,кг,238.55,2023-05-08,1.3739999999999999
18486,2024,02.09.09.011.00,Удобрение 23,5695.45,л,1.3,2024-06-09,
18524,2024,02.09.09.011.00,Удобрение 23,8529.3,л,1.3,2024-06-10,
19737,2024,02.09.09.011.00,Удобрение 38,149366.05,кг,13.0,2024-07-06,
19738,2024,02.09.09.011.00,Удобрение 23,14936.6,л,1.3,2024-07-06,
19762,2024,02.09.09.011.00,Удобрение 23,2080.0,л,1.3,2024-07-07,
19763,2024,02.09.09.011.00,Удобрение 38,20800.0,кг,13.0,2024-07-07,
2241,2023,02.09.09.013.00,Удобрение 57,52887.76,кг,130.0,2023-04-11,1.835
2693,2023,02.09.09.013.00,Удобрение 57,87880.0,кг,130.0,2023-04-18,1.835
4488,2023,02.09.09.013.00,Удобрение 57,508509.92,кг,238.55,2023-05-08,1.835
19764,2024,02.09.09.013.00,Удобрение 23,2771.17,л,1.3,2024-07-07,1.17
19765,2024,02.09.09.013.00,Удобрение 38,27711.7,кг,13.0,2024-07-07,1.17
2184,2023,02.09.09.014.00,Удобрение 57,77079.93,кг,130.0,2023-04-10,1.2033333333333334
2242,2023,02.09.09.014.00,Удобрение 57,263250.0,кг,130.0,2023-04-11,1.2033333333333334
4773,2023,02.09.09.014.00,Удобрение 57,1147288.19,кг,238.55,2023-05-10,1.2033333333333334
19766,2024,02.09.09.014.00,Удобрение 23,6252.25,л,1.3,2024-07-07,1.395
19767,2024,02.09.09.014.00,Удобрение 38,62522.49,кг,13.0,2024-07-07,1.395
2328,2023,02.09.09.018.00,Удобрение 57,123643.73,кг,130.0,2023-04-12,0.9816666666666668
2329,2023,02.09.09.018.00,Удобрение 57,1053000.0,кг,130.0,2023-04-12,0.9816666666666668
2424,2023,02.09.09.018.00,Удобрение 57,379080.0,кг,130.0,2023-04-13,0.9816666666666668
4774,2023,02.09.09.018.00,Удобрение 57,2107827.8,кг,238.55,2023-05-10,0.9816666666666668
4775,2023,02.09.09.018.00,Удобрение 57,1558949.44,кг,238.55,2023-05-10,0.9816666666666668
19768,2024,02.09.09.018.00,Удобрение 38,116930.13,кг,13.0,2024-07-07,1.175
19769,2024,02.09.09.018.00,Удобрение 23,11693.01,л,1.3,2024-07-07,1.175
19790,2024,02.09.09.018.00,Удобрение 23,8320.0,л,1.3,2024-07-08,1.175
19791,2024,02.09.09.018.00,Удобрение 38,83200.0,кг,13.0,2024-07-08,1.175
19044,2024,02.09.09.019.00,Удобрение 23,1704.51,л,1.3,2024-06-20,0.0
20006,2024,02.09.09.019.00,Удобрение 23,1704.51,л,1.3,2024-07-14,0.0
2694,2023,02.09.09.024.00,Удобрение 57,5357170.0,кг,130.0,2023-04-18,1777.8535294117648
2695,2023,02.09.09.024.00,Удобрение 57,1245464.27,кг,130.0,2023-04-18,1777.8535294117648
4885,2023,02.09.09.024.00,Удобрение 57,8611655.0,кг,238.55,2023-05-11,1777.8535294117648
4886,2023,02.09.09.024.00,Удобрение 57,2932823.01,кг,238.55,2023-05-11,1777.8535294117648
16500,2024,02.09.09.024.00,Удобрение 12,101920.0,кг,130.0,2024-05-05,
16501,2024,02.09.09.024.00,Удобрение 12,5110429.08,кг,130.0,2024-05-05,
16586,2024,02.09.09.024.00,Удобрение 12,723664.77,кг,130.0,2024-05-07,
18525,2024,02.09.09.024.00,Удобрение 23,20312.5,л,1.3,2024-06-10,
18526,2024,02.09.09.024.00,Удобрение 23,1965.15,л,1.3,2024-06-10,
18633,2024,02.09.09.024.00,Удобрение 23,24399.7,л,1.3,2024-06-12,
19045,2024,02.09.09.025.00,Удобрение 23,13361.28,л,1.3,2024-06-20,0.0
20007,2024,02.09.09.025.00,Удобрение 23,13361.28,л,1.3,2024-07-14,0.0
12612,2024,02.09.12.001.00,Удобрение 14,1180607.24,кг,195.0,2023-10-19,
12481,2024,02.09.12.005.00,Удобрение 14,412620.0,кг,195.0,2023-10-16,
12521,2024,02.09.12.005.00,Удобрение 14,764402.36,кг,195.0,2023-10-17,
17222,2024,02.09.12.005.00,Удобрение 57,1423760.0,кг,260.0,2024-05-19,
17288,2024,02.09.12.005.00,Удобрение 57,311441.55,кг,260.0,2024-05-20,
18875,2024,02.09.12.005.00,Удобрение 23,15334.97,л,1.3,2024-06-17,
19046,2024,02.09.12.005.00,Удобрение 57,1533497.17,кг,130.0,2024-06-20,
19519,2024,02.09.12.005.00,Удобрение 23,15334.97,л,1.3,2024-07-02,
19792,2024,02.09.12.005.00,Удобрение 38,153349.72,кг,13.0,2024-07-08,
20033,2024,02.09.12.005.00,Удобрение 33,15334.97,л,1.3,2024-07-15,
12522,2024,02.09.12.006.00,Удобрение 14,708802.4,кг,195.0,2023-10-17,
12555,2024,02.09.12.006.00,Удобрение 14,2578875.0,кг,195.0,2023-10-18,
3256,2023,02.09.12.009.00,Удобрение 57,276037.63,кг,130.0,2023-04-25,1.9575
19047,2024,02.09.12.009.00,Удобрение 23,1787.4,л,1.3,2024-06-20,2.3
2958,2023,02.09.12.017.00,Удобрение 57,2063880.0,кг,130.0,2023-04-21,1.58
3033,2023,02.09.12.017.00,Удобрение 57,42120.0,кг,130.0,2023-04-22,1.58
3105,2023,02.09.12.017.00,Удобрение 57,515970.0,кг,130.0,2023-04-23,1.58
6610,2023,02.09.12.017.00,Удобрение 57,686898.69,кг,130.0,2023-05-23,1.58
12713,2024,02.09.12.017.00,Удобрение 6,702000.0,кг,195.0,2023-10-23,0.00037037037037037035
2959,2023,02.09.12.020.00,Удобрение 57,2488653.65,кг,130.0,2023-04-21,1.6749999999999998
3106,2023,02.09.12.020.00,Удобрение 57,47078.32,кг,130.0,2023-04-23,1.6749999999999998
12655,2024,02.09.12.020.00,Удобрение 14,1965239.66,кг,195.0,2023-10-20,0.000625
12714,2024,02.09.12.020.00,Удобрение 6,633555.0,кг,195.0,2023-10-23,0.000625
3107,2023,02.09.12.021.00,Удобрение 57,3219900.37,кг,130.0,2023-04-23,
6611,2023,02.09.12.021.00,Удобрение 57,91568.31,кг,130.0,2023-05-23,
3108,2023,02.09.12.021.01,Удобрение 57,1300000.0,кг,130.0,2023-04-23,1.4183333333333332
3109,2023,02.09.12.021.01,Удобрение 57,230085.04,кг,130.0,2023-04-23,1.4183333333333332
14986,2024,02.09.12.023.01,Удобрение 57,486135.96,кг,195.0,2024-04-18,0.0019354838709677422
15178,2024,02.09.12.023.01,Удобрение 57,1248000.0,кг,195.0,2024-04-20,0.0019354838709677422
14513,2024,02.09.12.023.02,Удобрение 57,583570.0,кг,130.0,2024-04-13,0.002272727272727273
3110,2023,02.09.12.024.00,Удобрение 57,1810120.0,кг,130.0,2023-04-23,1.9325
3111,2023,02.09.12.024.00,Удобрение 57,441855.7,кг,130.0,2023-04-23,1.9325
3112,2023,02.09.12.024.00,Удобрение 57,999639.69,кг,130.0,2023-04-23,1.9325
3200,2023,02.09.12.024.00,Удобрение 57,106632.45,кг,130.0,2023-04-24,1.9325
3201,2023,02.09.12.028.00,Удобрение 57,422370.0,кг,130.0,2023-04-24,1.8483333333333334
3202,2023,02.09.12.028.00,Удобрение 57,197324.61,кг,130.0,2023-04-24,1.8483333333333334
3203,2023,02.09.12.029.00,Удобрение 57,871776.37,кг,130.0,2023-04-24,1.66625
5128,2023,02.12.07.042.00,Удобрение 38,1665851.2,кг,130.0,2023-05-13,1186.68625
5308,2023,02.12.07.043.00,Удобрение 38,1194588.15,кг,130.0,2023-05-14,2.1183333333333336
5129,2023,02.12.07.044.00,Удобрение 38,176051.2,кг,130.0,2023-05-13,2.16
5309,2023,02.12.07.044.00,Удобрение 38,139433.13,кг,130.0,2023-05-14,2.16
3544,2023,02.23.03.002.00,Удобрение 38,556030.8,кг,130.0,2023-04-30,4.832758620689655
3789,2023,02.23.03.002.00,Удобрение 7,25480.0,кг,130.0,2023-05-03,4.832758620689655
3790,2023,02.23.03.002.00,Удобрение 7,692770.0,кг,130.0,2023-05-03,4.832758620689655
3791,2023,02.23.03.002.00,Удобрение 38,1719250.0,кг,130.0,2023-05-03,4.832758620689655
3792,2023,02.23.03.002.00,Удобрение 38,5897970.0,кг,130.0,2023-05-03,4.832758620689655
3793,2023,02.23.03.002.00,Удобрение 7,637000.0,кг,130.0,2023-05-03,4.832758620689655
3794,2023,02.23.03.002.00,Удобрение 7,13000.0,кг,130.0,2023-05-03,4.832758620689655
3912,2023,02.23.03.002.00,Удобрение 7,499720.0,кг,130.0,2023-05-04,4.832758620689655
3913,2023,02.23.03.002.00,Удобрение 7,81250.0,кг,130.0,2023-05-04,4.832758620689655
3914,2023,02.23.03.002.00,Удобрение 38,13000.0,кг,130.0,2023-05-04,4.832758620689655
